CompNo,Phase,Group,Date,Mass,Code,DamMassBirth,DamMassWean
41082652,A1,S98/3,19990219,150,,,
41082652,A2,S98/3,19990420,210,33,365,455
41082678,A1,S98/3,19990219,155,,,
41082678,A2,S98/3,19990420,225,33,490,580
41082678,B1,S98/3,19991130,225,00,,
41082678,B2,S98/3,20000519,325,00,,
41082702,A1,S98/3,19990219,160,,,
41082702,A2,S98/3,19990420,225,33,455,495
41082728,A1,S98/2,19990219,135,,,
41082728,A2,S98/2,19990420,190,22,420,495
41082728,B1,S98/2,19991130,210,00,,
41082728,B2,S98/2,20000519,310,00,,
41082736,A1,S98/3,19990219,155,,,
41082736,A2,S98/3,19990420,210,33,440,505
41082751,A1,S98/3,19990219,160,,,
41082751,A2,S98/3,19990420,225,33,450,510
41084237,A1,S98/2,19990219,145,,,
41084237,A2,S98/2,19990420,200,22,510,575
41084245,A1,S98/3,19990219,150,,,
41084245,A2,S98/3,19990420,210,33,360,425
41084286,A1,S98/3,19990219,110,,,
41084286,A2,S98/3,19990420,160,33,400,480
41084286,B1,S98/3,19991130,190,00,,
41084286,B2,S98/3,20000519,300,00,,
41084377,A1,S98/4,19990219,140,,,
41084377,A2,S98/4,19990420,210,44,530,540
41084377,B1,S98/4,19991130,220,00,,
41084377,B2,S98/4,20000519,330,00,,
41084427,A1,S98/2,19990219,150,,,
41084427,A2,S98/2,19990420,210,22,525,550
41084427,B1,S98/2,19991130,230,00,,
41084427,B2,S98/2,20000519,340,00,,
41084500,A1,S98/3,19990219,130,,,
41084500,A2,S98/3,19990420,185,33,435,520
41085358,A1,S98/1,19990219,130,,,
41085358,A2,S98/1,19990420,185,11,400,395
41085366,A1,S98/1,19990219,115,,,
41085366,A2,S98/1,19990420,170,11,380,420
41085366,B1,S98/1,19991130,160,00,,
41085366,B2,S98/1,20000519,245,00,,
41085796,A1,S98/3,19990219,130,,,
41085796,A2,S98/3,19990420,185,33,400,445
41085796,B1,S98/3,19991130,200,00,,
41085796,B2,S98/3,20000519,290,00,,
41085804,A1,S98/3,19990219,135,,,
41085804,A2,S98/3,19990420,200,33,470,510
41085812,A1,S98/3,19990219,100,,,
41085812,A2,S98/3,19990420,150,33,480,490
41085812,B1,S98/3,19991130,170,00,,
41085812,B2,S98/3,20000519,270,00,,
41091695,A1,S98/3,19990219,120,,,
41091695,A2,S98/3,19990420,175,33,400,435
41091695,B1,S98/3,19991130,210,00,,
41091695,B2,S98/3,20000519,305,00,,
41091703,A1,S98/3,19990219,145,,,
41091703,A2,S98/3,19990420,220,33,470,550
41091711,A1,S98/3,19990219,130,,,
41091711,A2,S98/3,19990420,180,33,420,475
41091711,B1,S98/3,19991130,210,00,,
41091711,B2,S98/3,20000519,295,00,,
41091737,A1,S98/2,19990219,135,,,
41091737,A2,S98/2,19990420,180,22,485,515
41091752,A1,S98/3,19990219,125,,,
41091752,A2,S98/3,19990420,190,33,480,540
41091786,A1,S98/3,19990219,140,,,
41091786,A2,S98/3,19990420,205,33,530,575
41091786,B1,S98/3,19991130,200,00,,
41091786,B2,S98/3,20000519,310,00,,
41091794,A1,S98/3,19990219,145,,,
41091794,A2,S98/3,19990420,195,33,405,450
41091802,A1,S98/3,19990219,130,,,
41091802,A2,S98/3,19990420,185,33,410,440
41091802,B1,S98/3,19991130,220,00,,
41091802,B2,S98/3,20000519,310,00,,
41091810,A1,S98/3,19990219,140,,,
41091810,A2,S98/3,19990420,205,33,540,500
41091828,A1,S98/3,19990219,125,,,
41091828,A2,S98/3,19990420,170,33,460,480
41091828,B1,S98/3,19991130,205,00,,
41091828,B2,S98/3,20000519,290,00,,
41091836,A1,S98/3,19990219,155,,,
41091836,A2,S98/3,19990420,220,33,550,565
41091836,B1,S98/3,19991130,250,00,,
41091836,B2,S98/3,20000519,350,00,,
41091844,A1,S98/3,19990219,150,,,
41091844,A2,S98/3,19990420,190,33,400,485
41091844,B1,S98/3,19991130,230,00,,
41091844,B2,S98/3,20000519,315,00,,
41091851,A1,S98/3,19990219,155,,,
41091851,A2,S98/3,19990420,220,33,490,515
41091877,A1,S98/3,19990219,140,,,
41091877,A2,S98/3,19990420,205,33,380,430
41091885,A1,S98/2,19990219,120,,,
41091885,A2,S98/2,19990420,175,22,450,485
41091893,A1,S98/3,19990219,170,,,
41091893,A2,S98/3,19990420,230,33,570,615
41091901,A1,S98/3,19990219,140,,,
41091901,A2,S98/3,19990420,205,33,600,650
41091901,B1,S98/3,19991130,230,00,,
41091901,B2,S98/3,20000519,335,00,,
41091919,A1,S98/2,19990219,135,,,
41091919,A2,S98/2,19990420,190,22,470,485
41091943,A1,S98/3,19990219,135,,,
41091943,A2,S98/3,19990420,200,33,510,610
41091943,B1,S98/3,19991130,245,00,,
41091943,B2,S98/3,20000519,330,00,,
41092131,A1,S98/3,19990219,155,,,
41092131,A2,S98/3,19990420,220,33,440,560
41092156,A1,S98/3,19990219,145,,,
41092156,A2,S98/3,19990420,210,33,400,455
41092172,A1,S98/3,19990219,140,,,
41092172,A2,S98/3,19990420,220,33,550,605
41092214,A1,S98/2,19990219,145,,,
41092214,A2,S98/2,19990420,200,22,480,500
41092230,A1,S98/2,19990219,130,,,
41092230,A2,S98/2,19990420,180,22,480,480
41092230,B1,S98/2,19991130,225,00,,
41092230,B2,S98/2,20000519,330,00,,
41092255,A1,S98/2,19990219,160,,,
41092255,A2,S98/2,19990420,220,22,460,480
41092321,A1,S98/3,19990219,140,,,
41092321,A2,S98/3,19990420,200,33,430,520
41092347,A1,S98/3,19990219,120,,,
41092347,A2,S98/3,19990420,185,33,560,510
41092347,B1,S98/3,19991130,230,00,,
41092347,B2,S98/3,20000519,330,00,,
41092370,A1,S98/2,19990219,130,,,
41092370,A2,S98/2,19990420,185,22,500,525
41092396,A1,S98/2,19990219,110,,,
41092396,A2,S98/2,19990420,155,22,485,570
41092396,B1,S98/2,19991130,200,00,,
41092396,B2,S98/2,20000519,295,00,,
41092446,A1,S98/1,19990219,125,,,
41092446,A2,S98/1,19990420,210,11,440,480
41092453,A1,S98/1,19990219,130,,,
41092453,A2,S98/1,19990420,175,11,400,435
41092461,A1,S98/3,19990219,110,,,
41092461,A2,S98/3,19990420,160,33,530,580
41092461,B1,S98/3,19991130,180,00,,
41092461,B2,S98/3,20000519,295,00,,
41092479,A1,S98/3,19990219,140,,,
41092479,A2,S98/3,19990420,205,33,460,480
41092487,A1,S98/3,19990219,135,,,
41092487,A2,S98/3,19990420,185,33,390,470
41092511,A1,S98/3,19990219,145,,,
41092511,A2,S98/3,19990420,200,33,460,510
41056086,A1,S98/2,19990219,154,,,
41056086,A2,S98/2,19990420,220,22,400,460
41056086,B1,S98/2,19991130,240,00,,
41056086,B2,S98/2,20000519,360,00,,
41075052,A1,S98/3,19990219,160,,,
41075052,A2,S98/3,19990420,230,33,450,490
41075052,B1,S98/3,19991130,245,00,,
41075052,B2,S98/3,20000519,340,00,,
41049438,A1,S98/2,19990219,150,,,
41049438,A2,S98/2,19990420,215,22,360,460
41049438,B1,S98/2,19991130,240,00,,
41049438,B2,S98/2,20000519,350,00,,
41052481,A1,S98/3,19990219,160,,,
41052481,A2,S98/3,19990420,220,33,495,505
41052481,B1,S98/3,19991130,240,00,,
41052481,B2,S98/3,20000519,370,00,,
41092529,A1,S98/2,19990219,135,,,
41092529,A2,S98/2,19990420,190,22,480,480
41092552,A1,S98/3,19990219,140,,,
41092552,A2,S98/3,19990420,205,33,435,490
41092560,A1,S98/3,19990219,150,,,
41092560,A2,S98/3,19990420,210,33,555,630
41603739,A1,S98/3,19990219,130,,,
41603739,A2,S98/3,19990420,190,33,485,510
41603754,A1,S98/2,19990219,120,,,
41603754,A2,S98/2,19990420,160,22,450,455
41092602,A1,S98/3,19990219,145,,,
41092602,A2,S98/3,19990420,200,33,575,575
41092602,B1,S98/3,19991130,250,00,,
41092602,B2,S98/3,20000519,350,00,,
41603796,A1,S98/3,19990219,125,,,
41603796,A2,S98/3,19990420,180,33,490,530
41092628,A1,S98/3,19990219,140,,,
41092628,A2,S98/3,19990420,200,33,470,475
41092628,B1,S98/3,19991130,230,00,,
41092628,B2,S98/3,20000519,330,00,,
41092644,A1,S98/3,19990219,145,,,
41092644,A2,S98/3,19990420,210,33,480,510
41092669,A1,S98/2,19990219,135,,,
41092669,A2,S98/2,19990420,185,22,465,490
41092677,A1,S98/1,19990219,140,,,
41092677,A2,S98/1,19990420,190,11,450,460
41092685,A1,S98/2,19990219,120,,,
41092685,A2,S98/2,19990420,185,22,500,520
41092693,A1,S98/1,19990219,95,,,
41092693,A2,S98/1,19990420,140,11,395,455
26753673,A2,,19930502,260,,440,
41572900,A1,S98/0,19990219,85,,,
41572900,A2,S98/0,19990715,160,11,530,495
41572900,B1,S98/0,20000104,265,00,,
41572900,B2,S98/0,20000519,320,00,,
41572918,A1,S98/0,19990219,50,,,
41572918,A2,S98/0,19990715,125,11,465,460
41572918,B1,S98/0,20000104,250,00,,
41572918,B2,S98/0,20000519,300,00,,
42055152,A1,W99/1,19990915,150,,,
42055152,A2,W99/1,19991230,220,11,390,375
42055178,A1,W99/1,19990915,180,,,
42055178,A2,W99/1,19991230,275,11,440,420
42056093,A1,W99/2,19990915,165,,,
42056093,A2,W99/2,19991230,255,22,550,480
42055194,A1,W99/1,19990915,155,,,
42055194,A2,W99/1,19991230,235,11,485,410
42055194,B1,W99/1,20000703,270,00,,
42055194,B2,W99/1,20001122,305,00,,
42055202,A1,W99/1,19990915,200,,,
42055202,A2,W99/1,19991230,290,11,450,375
42055210,A1,W99/1,19990915,160,,,
42055210,A2,W99/1,19991230,230,11,410,400
42055228,A1,W99/1,19990915,170,,,
42055228,A2,W99/1,19991230,235,11,420,365
42055236,A1,W99/1,19990915,155,,,
42055236,A2,W99/1,19991230,225,11,400,370
42055244,A1,W99/1,19990915,145,,,
42055244,A2,W99/1,19991230,215,11,420,410
42055244,B1,W99/1,20000703,243,00,,
42055244,B2,W99/1,20001122,280,00,,
42055251,A1,W99/1,19990915,170,,,
42055251,A2,W99/1,19991230,255,11,420,400
42055269,A1,W99/3,19990915,155,,,
42055269,A2,W99/3,19991230,240,33,615,550
42055269,B1,W99/3,20000703,270,00,,
42055269,B2,W99/3,20001122,273,00,,
42055277,A1,W99/1,19990915,170,,,
42055277,A2,W99/1,19991230,250,11,455,450
42055277,B1,W99/1,20000703,290,00,,
42055277,B2,W99/1,20001122,330,00,,
42055285,A1,W99/1,19990915,155,,,
42055285,A2,W99/1,19991230,225,11,450,440
42055285,B1,W99/1,20000703,250,00,,
42055285,B2,W99/1,20001122,265,00,,
42294181,A1,W99/1,19990915,100,,,
42294181,A2,W99/1,19991230,140,11,440,
42294199,A1,W99/1,19990915,160,,,
42294199,A2,W99/1,19991230,235,11,425,395
42294207,A1,W99/3,19990915,165,,,
42294207,A2,W99/3,19991230,250,33,660,570
42294207,B1,W99/3,20000703,290,00,,
42294207,B2,W99/3,20001122,315,00,,
42294215,A1,W99/1,19990915,165,,,
42294215,A2,W99/1,19991230,250,11,460,375
42732891,A1,W99/2,19990915,150,,,
42732891,A2,W99/2,19991230,220,22,515,458
42732891,B1,W99/2,20000703,260,00,,
42732891,B2,W99/2,20001122,290,00,,
42294223,A1,W99/1,19990915,160,,,
42294223,A2,W99/1,19991230,245,11,445,400
42294223,B1,W99/1,20000703,260,00,,
42294223,B2,W99/1,20001122,300,00,,
42294413,A1,W99/1,19990915,170,,,
42294413,A2,W99/1,19991230,260,11,515,460
42294421,A1,W99/1,19990915,150,,,
42294421,A2,W99/1,19991230,230,11,415,690
42294439,A1,W99/1,19990915,150,,,
42294439,A2,W99/1,19991230,230,11,520,485
42732917,A1,W99/3,19990915,150,,,
42732917,A2,W99/3,19991230,230,33,645,570
42732917,B1,W99/3,20000703,260,00,,
42732917,B2,W99/3,20001122,300,00,,
42056101,A1,W99/3,19990915,155,,,
42056101,A2,W99/3,19991230,230,33,540,460
42056101,B1,W99/3,20000703,255,00,,
42056101,B2,W99/3,20001122,290,00,,
42056119,A1,W99/3,19990915,150,,,
42056119,A2,W99/3,19991230,220,33,615,520
42056119,B1,W99/3,20000703,250,00,,
42056119,B2,W99/3,20001122,270,00,,
42235150,A1,W99/3,19990915,160,,,
42235150,A2,W99/3,19991230,240,33,665,555
42235150,B1,W99/3,20000703,275,00,,
42235150,B2,W99/3,20001122,310,00,,
42235168,A1,W99/3,19990915,160,,,
42235168,A2,W99/3,19991230,260,33,610,530
42235168,B1,W99/3,20000703,285,00,,
42235168,B2,W99/3,20001122,300,00,,
42235184,A1,W99/1,19990915,140,,,
42235184,A2,W99/1,19991230,220,11,460,400
42235184,B1,W99/1,20000703,230,00,,
42235184,B2,W99/1,20001122,270,00,,
42235192,A1,W99/1,19990915,130,,,
42235192,A2,W99/1,19991230,200,11,455,425
42235218,A1,W99/1,19990915,150,,,
42235218,A2,W99/1,19991230,230,11,425,380
42235218,B1,W99/1,20000703,265,00,,
42235218,B2,W99/1,20001122,295,00,,
42235226,A1,W99/3,19990915,175,,,
42235226,A2,W99/3,19991230,270,33,670,605
42235226,B1,W99/3,20000703,285,00,,
42235226,B2,W99/3,20001122,310,00,,
42235234,A1,W99/1,19990915,165,,,
42235234,A2,W99/1,19991230,240,11,470,440
42235234,B1,W99/1,20000703,260,00,,
42235234,B2,W99/1,20001122,285,00,,
42235242,A1,W99/1,19990915,150,,,
42235242,A2,W99/1,19991230,225,11,440,385
42056127,A1,W99/1,19990915,140,,,
42056127,A2,W99/1,19991230,215,11,490,410
42056127,B1,W99/1,20000703,250,00,,
42056127,B2,W99/1,20001122,273,00,,
42235259,A1,W99/3,19990915,155,,,
42235259,A2,W99/3,19991230,235,33,600,520
42235259,B1,W99/3,20000703,285,00,,
42235259,B2,W99/3,20001122,320,00,,
42235267,A1,,19990915,85,,,
42235267,A2,,19991230,140,,460,
42235275,A1,W99/1,19990915,140,,,
42235275,A2,W99/1,19991230,215,11,410,350
42235275,B1,W99/1,20000703,240,00,,
42235275,B2,W99/1,20001122,280,00,,
42235283,A1,W99/1,19990915,150,,,
42235283,A2,W99/1,19991230,215,11,435,400
42235283,B1,W99/1,20000703,240,00,,
42235283,B2,W99/1,20001122,270,00,,
42235317,A1,W99/1,19990915,120,,,
42235317,A2,W99/1,19991230,180,11,445,460
42235325,A1,W99/3,19990915,165,,,
42235325,A2,W99/3,19991230,260,33,625,575
42104026,A1,W99/1,19990915,140,,,
42104026,A2,W99/1,19991230,210,11,475,435
42104026,B1,W99/1,20000703,240,00,,
42104026,B2,W99/1,20001122,260,00,,
42104075,A1,W99/1,19990915,140,,,
42104075,A2,W99/1,19991230,210,11,500,500
42104075,B1,W99/1,20000703,240,00,,
42104075,B2,W99/1,20001122,265,00,,
42359877,A1,W99/2,19990915,135,,,
42359877,A2,W99/2,19991230,210,22,500,420
42359877,B1,W99/2,20000703,240,00,,
42359877,B2,W99/2,20001122,270,00,,
42104091,A1,W99/2,19990915,145,,,
42104091,A2,W99/2,19991230,240,22,470,420
42104109,A1,W99/1,19990915,135,,,
42104109,A2,W99/1,19991230,210,11,435,415
42104109,B1,W99/1,20000703,250,00,,
42104109,B2,W99/1,20001122,280,00,,
42104117,A1,W99/3,19990915,170,,,
42104117,A2,W99/3,19991230,260,33,530,480
42104125,A1,W99/3,19990915,150,,,
42104125,A2,W99/3,19991230,240,33,515,510
42104125,B1,W99/3,20000703,265,00,,
42104125,B2,W99/3,20001122,300,00,,
42104141,A1,W99/3,19990915,155,,,
42104141,A2,W99/3,19991230,250,33,550,510
42104158,A1,W99/1,19990915,150,,,
42104158,A2,W99/1,19991230,240,11,435,410
42104166,A1,W99/1,19990915,135,,,
42104166,A2,W99/1,19991230,220,11,560,455
42104166,B1,W99/1,20000703,245,00,,
42104166,B2,W99/1,20001122,288,00,,
42104182,A1,W99/1,19990915,140,,,
42104182,A2,W99/1,19991230,205,11,375,380
42104182,B1,W99/1,20000703,240,00,,
42104182,B2,W99/1,20001122,265,00,,
42104224,A1,W99/3,19990915,160,,,
42104224,A2,W99/3,19991230,240,33,575,505
42104224,B1,W99/3,20000703,270,00,,
42104224,B2,W99/3,20001122,300,00,,
42104232,A1,W99/3,19990915,160,,,
42104232,A2,W99/3,19991230,240,33,650,600
42104232,B1,W99/3,20000703,285,00,,
42104232,B2,W99/3,20001122,330,00,,
42104240,A1,W99/2,19990915,125,,,
42104240,A2,W99/2,19991230,220,22,445,440
42104257,A1,W99/1,19990915,160,,,
42104257,A2,W99/1,19991230,245,11,430,435
42104265,A1,W99/3,19990915,150,,,
42104265,A2,W99/3,19991230,245,33,635,540
42104265,B1,W99/3,20000703,270,00,,
42104265,B2,W99/3,20001122,290,00,,
42104273,A1,W99/3,19990915,155,,,
42104273,A2,W99/3,19991230,235,33,585,500
42104273,B1,W99/3,20000703,250,00,,
42104273,B2,W99/3,20001122,280,00,,
42104299,A1,W99/3,19990915,155,,,
42104299,A2,W99/3,19991230,250,33,645,570
42104307,A1,W99/3,19990915,130,,,
42104307,A2,W99/3,19991230,205,33,545,520
42104307,B1,W99/3,20000703,245,00,,
42104307,B2,W99/3,20001122,275,00,,
42104315,A1,W99/3,19990915,150,,,
42104315,A2,W99/3,19991230,240,33,580,570
42104323,A1,W99/2,19990915,160,,,
42104323,A2,W99/2,19991230,250,22,575,485
42104331,A1,W99/3,19990915,165,,,
42104331,A2,W99/3,19991230,260,33,670,600
42104331,B1,W99/3,20000703,275,00,,
42104331,B2,W99/3,20001122,300,00,,
42104349,A1,W99/3,19990915,160,,,
42104349,A2,W99/3,19991230,255,33,645,520
42104349,B1,W99/3,20000703,290,00,,
42104349,B2,W99/3,20001122,315,00,,
42104364,A1,W99/3,19990915,180,,,
42104364,A2,W99/3,19991230,270,33,630,575
42104380,A1,W99/3,19990915,185,,,
42104380,A2,W99/3,19991230,295,33,710,640
42104398,A1,W99/3,19990915,145,,,
42104398,A2,W99/3,19991230,245,33,540,465
42104414,A1,W99/4,19990915,145,,,
42104414,A2,W99/4,19991230,235,44,545,470
42104430,A1,W99/1,19990915,130,,,
42104430,A2,W99/1,19991230,200,11,410,385
42104430,B1,W99/1,20000703,215,00,,
42104430,B2,W99/1,20001122,250,00,,
42104455,A1,W99/3,19990915,140,,,
42104455,A2,W99/3,19991230,240,33,590,490
42104463,A1,W99/1,19990915,145,,,
42104463,A2,W99/1,19991230,220,11,465,430
42104497,A1,W99/3,19990915,150,,,
42104497,A2,W99/3,19991230,240,33,550,488
42104497,B1,W99/3,20000703,290,00,,
42104497,B2,W99/3,20001122,320,00,,
42104505,A1,W99/2,19990915,155,,,
42104505,A2,W99/2,19991230,235,22,590,535
42104505,B1,W99/2,20000703,270,00,,
42104505,B2,W99/2,20001122,305,00,,
42105817,A1,W99/1,19990915,155,,,
42105817,A2,W99/1,19991230,235,11,500,460
42104539,A1,W99/2,19990915,135,,,
42104539,A2,W99/2,19991230,205,22,545,490
42104539,B1,W99/2,20000703,240,00,,
42104539,B2,W99/2,20001122,275,00,,
42104547,A1,W99/3,19990915,130,,,
42104547,A2,W99/3,19991230,210,33,500,450
42104547,B1,W99/3,20000703,260,00,,
42104547,B2,W99/3,20001122,290,00,,
42104554,A1,W99/3,19990915,150,,,
42104554,A2,W99/3,19991230,240,33,540,475
42104554,B1,W99/3,20000703,280,00,,
42104554,B2,W99/3,20001122,290,00,,
42104562,A1,W99/3,19990915,125,,,
42104562,A2,W99/3,19991230,205,33,575,525
42104570,A1,W99/2,19990915,145,,,
42104570,A2,W99/2,19991230,215,22,490,445
42104570,B1,W99/2,20000703,250,00,,
42104570,B2,W99/2,20001122,265,00,,
42104596,A1,W99/3,19990915,150,,,
42104596,A2,W99/3,19991230,230,33,585,480
42104604,A1,W99/3,19990915,140,,,
42104604,A2,W99/3,19991230,230,33,560,490
42104604,B1,W99/3,20000703,280,00,,
42104604,B2,W99/3,20001122,300,00,,
42104612,A1,W99/3,19990915,140,,,
42104612,A2,W99/3,19991230,220,33,550,540
42104620,A1,W99/3,19990915,145,,,
42104620,A2,W99/3,19991230,240,33,470,415
42104638,A1,W99/3,19990915,135,,,
42104638,A2,W99/3,19991230,215,33,485,455
42104638,B1,W99/3,20000703,270,00,,
42104638,B2,W99/3,20001122,295,00,,
42104646,A1,W99/3,19990915,140,,,
42104646,A2,W99/3,19991230,220,33,490,410
42104646,B1,W99/3,20000703,250,00,,
42104646,B2,W99/3,20001122,280,00,,
42104653,A1,W99/2,19990915,135,,,
42104653,A2,W99/2,19991230,205,22,460,455
42732974,A1,W99/2,19990915,165,,,
42732974,A2,W99/2,19991230,250,22,570,510
42104679,A1,W99/3,19990915,140,,,
42104679,A2,W99/3,19991230,230,33,535,490
42104679,B1,W99/3,20000703,270,00,,
42104679,B2,W99/3,20001122,310,00,,
42104687,A1,W99/3,19990915,150,,,
42104687,A2,W99/3,19991230,255,33,510,500
42104695,A1,W99/1,19990915,150,,,
42104695,A2,W99/1,19991230,225,11,450,410
42104695,B1,W99/1,20000703,240,00,,
42104695,B2,W99/1,20001122,280,00,,
42104703,A1,W99/3,19990915,165,,,
42104703,A2,W99/3,19991230,250,33,665,580
42104703,B1,W99/3,20000703,290,00,,
42104703,B2,W99/3,20001122,335,00,,
42104729,A1,W99/4,19990915,130,,,
42104729,A2,W99/4,19991230,215,44,565,475
42104737,A1,W99/2,19990915,160,,,
42104737,A2,W99/2,19991230,250,22,550,500
42104752,A1,W99/3,19990915,135,,,
42104752,A2,W99/3,19991230,225,33,485,420
42104760,A1,W99/3,19990915,160,,,
42104760,A2,W99/3,19991230,270,33,545,495
42104778,A1,W99/3,19990915,160,,,
42104778,A2,W99/3,19991230,250,33,550,520
42104786,A1,W99/3,19990915,145,,,
42104786,A2,W99/3,19991230,235,33,510,495
42104786,B1,W99/3,20000703,280,00,,
42104786,B2,W99/3,20001122,320,00,,
42104802,A1,W99/3,19990915,130,,,
42104802,A2,W99/3,19991230,210,33,585,505
42104810,A1,W99/3,19990915,145,,,
42104810,A2,W99/3,19991230,225,33,520,480
42104851,A1,W99/1,19990915,140,,,
42104851,A2,W99/1,19991230,215,11,460,435
42104869,A1,W99/3,19990915,155,,,
42104869,A2,W99/3,19991230,250,33,610,530
42104877,A1,W99/3,19990915,120,,,
42104877,A2,W99/3,19991230,200,33,485,440
42104877,B1,W99/3,20000703,225,00,,
42104877,B2,W99/3,20001122,250,00,,
42104885,A1,W99/1,19990915,125,,,
42104885,A2,W99/1,19991230,200,11,420,400
42104885,B1,W99/1,20000703,240,00,,
42104885,B2,W99/1,20001122,270,00,,
42104893,A1,W99/3,19990915,150,,,
42104893,A2,W99/3,19991230,235,33,630,550
42104893,B1,W99/3,20000703,260,00,,
42104893,B2,W99/3,20001122,290,00,,
42104901,A1,W99/2,19990915,120,,,
42104901,A2,W99/2,19991230,210,22,470,440
42104919,A1,W99/3,19990915,125,,,
42104919,A2,W99/3,19991230,205,33,510,520
42104919,B1,W99/3,20000703,250,00,,
42104919,B2,W99/3,20001122,300,00,,
42104935,A1,W99/1,19990915,130,,,
42104935,A2,W99/1,19991230,215,11,455,430
42104935,B1,W99/1,20000703,240,00,,
42104935,B2,W99/1,20001122,270,00,,
42104943,A1,W99/3,19990915,150,,,
42104943,A2,W99/3,19991230,245,33,500,430
42104950,A1,W99/3,19990915,150,,,
42104950,A2,W99/3,19991230,240,33,705,610
42104968,A1,W99/3,19990915,100,,,
42104968,A2,W99/3,19991230,170,33,555,520
42104984,A1,W99/3,19990915,120,,,
42104984,A2,W99/3,19991230,205,33,490,465
42104984,B1,W99/3,20000703,220,00,,
42104984,B2,W99/3,20001122,265,00,,
42105023,A1,W99/3,19990915,125,,,
42105023,A2,W99/3,19991230,210,33,454,510
42105023,B1,W99/3,20000703,245,00,,
42105023,B2,W99/3,20001122,280,00,,
42105031,A1,W99/3,19990915,165,,,
42105031,A2,W99/3,19991230,260,33,605,500
42105031,B1,W99/3,20000703,270,00,,
42105031,B2,W99/3,20001122,300,00,,
42105049,A1,W99/3,19990915,135,,,
42105049,A2,W99/3,19991230,230,33,490,450
42105056,A1,W99/2,19990915,120,,,
42105056,A2,W99/2,19991230,210,22,495,455
42105056,B1,W99/2,20000703,240,00,,
42105056,B2,W99/2,20001122,280,00,,
42105064,A1,W99/3,19990915,140,,,
42105064,A2,W99/3,19991230,225,33,610,585
42105098,A1,W99/3,19990915,115,,,
42105098,A2,W99/3,19991230,175,33,530,475
42482802,A1,W99/1,19990915,100,,,
42482802,A2,W99/1,19991230,190,11,440,455
42105007,A1,W99/2,19990915,135,,,
42105007,A2,W99/2,19991230,220,22,445,415
42732925,A1,W99/4,19990915,170,,,
42732925,A2,W99/4,19991230,245,44,630,540
42104745,A1,W99/4,19990915,125,,,
42104745,A2,W99/4,19991230,205,44,545,475
42104745,B1,W99/4,20000703,260,00,,
42104745,B2,W99/4,20001122,300,00,,
42104208,A1,W99/3,19990915,172,,,
42104208,A2,W99/3,19991230,280,33,500,460
42104356,A1,W99/3,19990915,160,,,
42104356,A2,W99/3,19991230,250,33,645,605
42107433,A1,W99/3,19990915,140,,,
42107433,A2,W99/3,19991230,245,33,615,535
42107441,A1,W99/3,19990915,150,,,
42107441,A2,W99/3,19991230,225,33,595,540
42107458,A1,W99/3,19990915,115,,,
42107458,A2,W99/3,19991230,185,33,540,435
42107458,B1,W99/3,20000703,215,00,,
42107458,B2,W99/3,20001122,250,00,,
42107466,A1,W99/2,19990915,125,,,
42107466,A2,W99/2,19991230,200,22,490,440
42107474,A1,W99/3,19990915,145,,,
42107474,A2,W99/3,19991230,230,33,530,460
42107482,A1,W99/4,19990915,130,,,
42107482,A2,W99/4,19991230,225,44,650,550
42107508,A1,W99/3,19990915,135,,,
42107508,A2,W99/3,19991230,235,33,510,460
42107516,A1,W99/1,19990915,140,,,
42107516,A2,W99/1,19991230,220,11,520,450
42107524,A1,W99/3,19990915,150,,,
42107524,A2,W99/3,19991230,245,33,640,490
42107524,B1,W99/3,20000703,270,00,,
42107524,B2,W99/3,20001122,310,00,,
42107532,A1,W99/3,19990915,140,,,
42107532,A2,W99/3,19991230,215,33,540,465
42107540,A1,W99/1,19990915,130,,,
42107540,A2,W99/1,19991230,200,11,470,410
42107540,B1,W99/1,20000703,225,00,,
42107540,B2,W99/1,20001122,275,00,,
42107557,A1,W99/4,19990915,135,,,
42107557,A2,W99/4,19991230,230,44,515,450
42107565,A1,W99/1,19990915,130,,,
42107565,A2,W99/1,19991230,205,11,510,475
42107581,A1,W99/3,19990915,110,,,
42107581,A2,W99/3,19991230,190,33,510,478
42107581,B1,W99/3,20000703,220,00,,
42107581,B2,W99/3,20001122,245,00,,
42107607,A1,W99/3,19990915,115,,,
42107607,A2,W99/3,19991230,195,33,570,515
42107607,B1,W99/3,20000703,215,00,,
42107607,B2,W99/3,20001122,240,00,,
42107623,A1,W99/3,19990915,110,,,
42107623,A2,W99/3,19991230,190,33,475,460
42107631,A1,W99/1,19990915,125,,,
42107631,A2,W99/1,19991230,210,11,545,475
42107631,B1,W99/1,20000703,245,00,,
42107631,B2,W99/1,20001122,270,00,,
42107649,A1,W99/3,19990915,130,,,
42107649,A2,W99/3,19991230,220,33,515,480
42107656,A1,W99/1,19990915,125,,,
42107656,A2,W99/1,19991230,190,11,460,425
42107656,B1,W99/1,20000703,230,00,,
42107656,B2,W99/1,20001122,250,00,,
42107664,A1,W99/3,19990915,120,,,
42107664,A2,W99/3,19991230,210,33,545,500
42107672,A1,W99/1,19990915,115,,,
42107672,A2,W99/1,19991230,210,11,495,490
42107672,B1,W99/1,20000703,245,00,,
42107672,B2,W99/1,20001122,280,00,,
42107680,A1,W99/1,19990915,125,,,
42107680,A2,W99/1,19991230,170,11,460,405
42107698,A1,W99/1,19990915,120,,,
42107698,A2,W99/1,19991230,205,11,445,460
